run_id,previous_episode_id,current_episode_id,change_type,overlap_hotspots,previous_size,current_size
20260903T042746Z,,E20260717-5F1949A7CC,created,0,0,4
20260903T042746Z,,E20260717-4203E7D76C,created,0,0,4
20260903T042746Z,,E20260717-652DD77D39,created,0,0,4
20260903T042746Z,,E20260717-99B31FEE82,created,0,0,4
20260903T042746Z,,E20260717-63F01C3913,created,0,0,5
20260903T042746Z,,E20260717-7556C73C07,created,0,0,3
20260903T042746Z,,E20260717-33EDABEE74,created,0,0,3
20260903T042746Z,,E20260717-06540F376F,created,0,0,3
20260903T042746Z,,E20260717-90757C91D5,created,0,0,6
20260903T042746Z,,E20260717-247CA53E7D,created,0,0,3
20260903T042746Z,,E20260717-5051B1A188,created,0,0,3
20260903T042746Z,,E20260717-D8E89BB19C,created,0,0,3
20260903T042746Z,,E20260717-F2A69FB230,created,0,0,3
20260903T042746Z,,E20260717-CE58667418,created,0,0,3
20260903T042746Z,,E20260717-B004CAD9A6,created,0,0,3
20260903T042746Z,,E20260717-60B0D90426,created,0,0,3
20260903T042746Z,,E20260717-5C0E513386,created,0,0,3
20260903T042746Z,,E20260717-001BE885AE,created,0,0,3
20260903T042746Z,,E20260717-AB2A71A5B3,created,0,0,3
20260903T042746Z,,E20260717-B282552140,created,0,0,4
20260903T042746Z,,E20260717-A55F152F90,created,0,0,3
20260903T042746Z,,E20260717-2B373239D2,created,0,0,3
20260903T042746Z,,E20260717-16A5D7335F,created,0,0,7
20260903T042746Z,,E20260717-DB0D97F46B,created,0,0,3
